gene_id,R16b,T_M2,T_M4C,T_M5,T_M7,T_R11B,T_R15B,T_R9D
plut2.m8.24642,391,122,238,62,117,229,942,59
plut2.m8.24643,517,246,603,131,389,1119,3694,135
plut2.m8.21698,430,1112,1031,399,1388,450,532,594
plut2.m8.21699,27,70,36,0,21,0,69,30
plut2.m8.21690,1,443,137,14,2477,0,22,16
plut2.m8.21691,9,1355,1022,72,7695,0,107,59
plut2.m8.21692,0,3,4,0,6,0,227,13
plut2.m8.21693,0,5,6,0,5,0,0,0
plut2.m8.21694,771,1703,2477,690,1749,675,1604,386
plut2.m8.21695,274,341,374,224,616,272,399,164
plut2.m8.21696,546,2611,1460,694,2733,478,1239,456
plut2.m8.21697,101,141,183,83,191,54,64,65
plut2.m8.20344,0,0,0,0,0,0,0,0
plut2.m8.20347,41,47,59,28,59,37,70,24
plut2.m8.20346,34,66,137,139,146,16,27,117
plut2.m8.20341,0,0,0,0,0,0,0,0
plut2.m8.20340,7,1,0,1,0,0,5,0
plut2.m8.20343,213,344,194,404,622,265,250,367
plut2.m8.20342,0,0,0,13,0,0,21,186
plut2.m8.20349,35,92,56,51,157,0,56,71
plut2.m8.20348,54,0,0,6,17,0,0,13
plut2.m8.1711,170,809,515,217,447,285,412,38
plut2.m8.1712,1451,793,401,284,875,722,1283,308
plut2.m8.1713,10,55,42,7,18,0,22,5
plut2.m8.1714,601,1475,519,109,1602,577,306,489
plut2.m8.1715,380,4678,4401,1265,3102,1207,717,373
plut2.m8.1716,2996,5725,6980,2272,6543,2590,2995,2304
plut2.m8.1717,90,1376,1122,308,1078,267,346,120
plut2.m8.1718,3590,7078,4481,2757,8099,2683,4537,1683
plut2.m8.1719,1477,1173,837,676,2026,1106,1083,969
plut2.m8.21962,1050,1203,304,189,1408,393,565,65
plut2.m8.21963,2457,9148,12098,4672,9957,2012,2028,464
plut2.m8.21960,1050,1362,706,538,1448,512,431,577
plut2.m8.21961,1893,200,97,128,121,30,1146,117
plut2.m8.21966,495,1152,2462,622,1664,546,1465,670
plut2.m8.21967,4258,5271,3709,2201,6963,2851,5291,3077
plut2.m8.21964,1637,5049,3447,2300,6868,1578,3705,1602
plut2.m8.21965,216,593,892,190,371,50,146,113
plut2.m8.21968,877,1209,2605,782,1332,806,635,636
plut2.m8.21969,0,6,17,0,6,0,0,33
plut2.m8.31068,0,0,0,0,0,0,0,0
plut2.m8.31069,0,0,0,0,0,0,0,0
plut2.m8.31066,0,0,0,0,0,0,0,0
plut2.m8.31067,0,0,0,0,0,0,0,0
plut2.m8.31064,0,0,0,0,0,0,0,0
plut2.m8.31065,0,0,0,0,0,0,0,0
plut2.m8.31062,1,0,0,0,0,0,0,0
plut2.m8.31063,0,0,0,0,0,0,0,0
plut2.m8.31060,0,0,0,0,0,0,0,0
plut2.m8.27692,8,0,0,9,6,0,0,11
plut2.m8.27693,131,459,541,289,964,69,412,74
plut2.m8.27690,1414,2274,18073,3996,7057,1164,3436,2126
plut2.m8.27691,177,23,158,267,107,126,275,132
plut2.m8.27696,419,88,60,0,258,152,303,0
plut2.m8.27697,148,74,0,35,34,66,52,57
plut2.m8.27694,0,200,324,59,282,82,378,491
plut2.m8.27695,0,37,0,17,49,75,65,0
plut2.m8.8955,115,203,337,160,310,90,444,78
plut2.m8.27698,337,3163,5761,3347,5598,518,450,403
plut2.m8.27699,225,77,0,41,54,69,107,81
jamg1.TU.Sc0000238.11,100,249,258,108,224,68,195,133
plut2.m8.16749,207,757,645,712,951,178,104,97
plut2.m8.16744,5,139,25,33,42,0,52,29
jamg1.TU.Sc0000054.63,0,225,36,19,18,0,32,8
plut2.m8.8958,2264,2042,810,549,2472,1387,2103,534
jamg1.TU.Sc0000025.48,6,23,18,2,9,32,7,7
plut2.m8.27528,199,1124,451,1166,953,445,1303,335
plut2.m8.27529,4007,4756,6045,3023,6482,2990,3485,2558
plut2.m8.27524,42,13,0,0,5,0,69,27
plut2.m8.27525,2506,5584,7254,3106,6621,3803,5337,2449
plut2.m8.27526,299,1696,1606,652,1863,182,553,357
plut2.m8.27527,0,0,0,801,224,0,127,0
plut2.m8.27520,2212,803,960,467,3314,1570,1099,1248
plut2.m8.27521,10947,27849,49275,16044,48992,15406,28428,18732
plut2.m8.27522,1446,1453,2731,614,2091,1370,3623,1968
plut2.m8.27523,1386,2990,3733,1157,3369,1252,2144,587
jamg1.TU.Sc0000038.50,13,32,52,47,14,20,13,28
jamg1.TU.xfSc0000172.3,0,0,0,0,0,0,9,7
plut2.m8.3028,2854,5362,2435,2273,4925,1090,2327,1113
plut2.m8.3029,119,228,86,28,259,116,163,114
plut2.m8.6058,253,482,1279,630,922,353,743,300
plut2.m8.6059,43,159,48,80,230,0,79,41
plut2.m8.6052,574,1602,2432,1867,4106,564,2395,587
plut2.m8.6053,370,753,1028,388,482,307,876,86
plut2.m8.6050,0,47,86,37,36,49,4,0
plut2.m8.3023,75,467,581,297,617,133,171,114
plut2.m8.3024,439,301,1174,92,412,310,877,555
plut2.m8.3025,2403,7193,8312,3487,8437,2680,5030,1627
plut2.m8.3026,341,2262,1137,308,1441,661,1205,926
plut2.m8.6055,159,357,286,126,798,258,563,611
plut2.m8.2997,8822,13090,14385,7020,12801,8060,11564,4870
plut2.m8.2996,2134,1707,2275,1896,2026,3583,2480,2088
plut2.m8.2995,82,138,85,57,155,114,218,115
plut2.m8.2994,0,0,0,0,0,0,0,0
plut2.m8.2993,1542,1559,708,374,1538,1922,1372,2230
plut2.m8.2992,6232,4674,2805,971,2941,3480,5068,2020
plut2.m8.2991,55791,174873,127320,97739,226413,70007,83696,28968
plut2.m8.2990,2362,3602,3045,1321,5537,2408,2651,1597
plut2.m8.6340,346,344,160,103,332,94,170,57
plut2.m8.2999,332,508,413,318,565,185,483,253
plut2.m8.2998,309,492,443,307,563,249,549,284
plut2.m8.6341,709,1711,283,765,2321,286,703,283
plut2.m8.10151,8220,14631,8585,5440,15146,5980,9837,6266
plut2.m8.6349,5230,5442,5157,2573,7519,2661,4858,2955
plut2.m8.10850,1383,2710,1572,1762,3733,610,690,197
plut2.m8.32609,28,367,672,206,324,45,23,21
plut2.m8.32608,178,150,14,74,697,172,307,0
plut2.m8.32607,0,13,8,16,19,0,20,0
plut2.m8.32605,1514,3017,4936,1554,4287,2023,3707,932
plut2.m8.32604,738,5484,2390,1663,3371,645,761,619
plut2.m8.32603,238,562,472,311,560,245,1233,2468
plut2.m8.32602,4027,1993,1919,1862,1284,292,2690,5235
plut2.m8.32601,15637,22125,9758,4818,19699,5643,9787,5845
plut2.m8.32600,478,1189,752,573,1530,310,613,185
plut2.m8.553,490,858,1086,333,1540,275,310,226
plut2.m8.17839,34,9,3,8,12,17,54,46
plut2.m8.555,0,0,0,0,0,0,0,0
plut2.m8.18823,0,12,8,9,54,0,0,0
plut2.m8.2379,319,1113,728,459,1367,365,529,259
plut2.m8.2378,1644,2343,2168,716,2683,933,2007,1459
jamg1.TU.Sc0000473.2,8,10,0,12,0,44,48,54
plut2.m8.559,284,194,29,63,216,96,151,67
plut2.m8.2373,677,619,221,165,718,154,102,54
plut2.m8.2371,3783,15189,13063,7830,19562,2990,8228,2719
plut2.m8.10859,0,164,206,115,356,0,0,0
plut2.m8.2377,362,1047,1083,767,1310,356,878,442
plut2.m8.18821,21,46,87,73,265,0,17,0
plut2.m8.2375,48,143,43,24,190,22,26,23
plut2.m8.2374,208,626,511,408,641,239,421,298
plut2.m8.17836,20,8,2,20,0,9,1,8
plut2.m8.12940,777,2638,1646,1122,4287,1013,1997,926
plut2.m8.18827,0,0,5,16,31,0,40,0
plut2.m8.18826,0,0,0,10,0,0,16,0
plut2.m8.18825,265,679,61,381,704,570,512,145
plut2.m8.18824,895,1799,93,756,1354,788,620,86
plut2.m8.7828,287,11,0,77,54,80,18,29
plut2.m8.7829,63,33,14,41,148,49,95,150
plut2.m8.7824,802,703,19,315,600,140,475,112
plut2.m8.7825,5097,1923,2487,1313,2286,3432,9781,2858
plut2.m8.7826,2031,2288,1642,1472,3616,1660,2743,1737
plut2.m8.7827,3,0,0,0,0,0,0,0
plut2.m8.7820,21,69,39,19,70,93,93,1
plut2.m8.7821,122,5,39,93,168,196,256,39
plut2.m8.7822,69,1831,675,430,1572,81,163,83
plut2.m8.7823,91,1002,424,446,1070,101,406,87
plut2.m8.11033,209,283,116,50,327,412,154,121
plut2.m8.11032,2986,15418,14449,7596,19360,3793,9462,2874
plut2.m8.11031,2,32,9,9,25,0,28,17
plut2.m8.11030,3332,6000,9292,2558,5954,2580,6141,2270
plut2.m8.11037,50,42,29,22,69,20,35,11
plut2.m8.11036,23,45,55,31,56,14,9,14
plut2.m8.11035,71,227,118,47,343,83,0,15
plut2.m8.11034,0,0,0,0,0,0,0,0
plut2.m8.11039,110,87,35,16,109,60,38,22
plut2.m8.11038,3442,3476,5898,998,4037,3494,5176,2482
plut2.m8.29229,420,107,26,22,86,0,0,0
plut2.m8.29228,191,0,0,0,0,0,0,0
plut2.m8.29221,1443,719,1117,586,717,764,629,136
plut2.m8.29220,23,63,224,50,127,93,50,4
plut2.m8.29223,70,69,366,74,449,588,145,114
plut2.m8.29222,186,0,0,0,0,0,0,0
plut2.m8.29225,3468,486,1571,402,535,2254,1114,48
plut2.m8.29224,198,176,608,193,460,249,262,40
plut2.m8.29227,99,37,32,0,17,19,0,0
plut2.m8.4025,77,642,594,192,361,213,272,216
plut2.m8.4024,36,308,274,153,316,10,134,46
plut2.m8.1059,4,1,0,1,1,34,97,0
plut2.m8.4021,150,194,85,52,330,76,366,184
plut2.m8.4020,65,665,511,320,483,75,224,111
plut2.m8.4023,266,740,39,0,383,260,133,64
plut2.m8.4022,162,105,23,29,107,94,317,128
plut2.m8.1053,0,47,0,11,57,0,0,0
plut2.m8.1052,733,334,0,341,180,10,34,18
plut2.m8.1051,2239,2287,25,1790,670,163,407,117
plut2.m8.1050,37,3,0,12,10,0,1,0
plut2.m8.4029,1410,5899,6635,2401,7853,1740,1819,946
plut2.m8.1056,0,0,0,0,0,0,0,0
plut2.m8.1055,74,29,61,0,122,0,0,119
plut2.m8.1054,470,562,473,306,534,426,421,323
plut2.m8.12410,43,74,29,26,58,44,108,102
plut2.m8.12411,16,85,41,0,20,115,0,0
plut2.m8.29591,88,34,15,24,41,0,0,14
plut2.m8.12413,27,0,0,0,59,0,0,0
plut2.m8.12414,202,884,539,493,1090,315,290,214
plut2.m8.12415,281,747,450,296,699,250,239,259
plut2.m8.12416,53,114,55,116,267,45,122,73
plut2.m8.29594,0,0,0,0,0,0,0,0
plut2.m8.12418,874,1881,1254,692,2439,817,1149,595
plut2.m8.12419,1996,5787,5876,3349,7914,2503,3920,919
plut2.m8.29599,179,423,145,757,181,341,978,196
plut2.m8.16560,14,0,0,12,0,0,13,0
plut2.m8.16561,1331,1609,1869,1227,816,942,1304,545
plut2.m8.6887,0,0,0,0,0,0,0,0
plut2.m8.16563,0,176,52,12,33,0,0,0
plut2.m8.16564,338,1542,498,711,1729,371,608,226
plut2.m8.6880,840,2283,1866,1049,2192,467,753,397
plut2.m8.6883,0,0,4,2,0,0,0,0
plut2.m8.6882,41,0,611,340,821,48,0,18
plut2.m8.16568,550,1597,1073,648,1682,401,196,359
plut2.m8.16569,628,337,178,91,595,534,90,80
plut2.m8.6889,5674,3076,1701,982,5356,4954,6223,1314
plut2.m8.6888,1241,1962,1980,1009,2320,880,1691,841
plut2.m8.9688,0,86,266,66,241,43,109,111
plut2.m8.9689,18,3,182,63,9,0,0,0
plut2.m8.9686,359,89,21,125,114,61,498,101
plut2.m8.9687,1229,1377,1619,364,1618,76,86,142
plut2.m8.9684,24427,51630,73456,31863,59552,19457,41403,11897
plut2.m8.9685,10379,12974,15904,6555,20552,11366,17016,5771
plut2.m8.9682,98,823,915,144,544,49,294,88
plut2.m8.9683,11343,12492,7664,4843,14935,6147,7338,2966
plut2.m8.9680,0,10,284,3,6,11,0,0
plut2.m8.9681,0,5,124,1,0,0,1,0
jamg1.TU.xfSc0001521.1,32,57,1241,46,261,25,322,75
plut2.m8.7594,653,2897,3054,2033,4790,639,434,285
plut2.m8.7595,461,1229,744,320,1426,144,400,173
plut2.m8.7596,864,4601,6151,3481,7547,1348,3061,1142
plut2.m8.7597,1261,1648,375,930,2520,382,242,75
plut2.m8.7590,12,9,10,13,12,28,32,6
plut2.m8.7591,18548,11547,12797,6707,17365,4278,3211,424
plut2.m8.7592,542,1916,1832,670,2460,388,982,280
plut2.m8.7593,598,2464,896,1048,1899,895,881,918
plut2.m8.7598,30142,30000,31435,16220,40657,18434,29006,12834
plut2.m8.7599,528,1032,1095,446,1165,422,876,390
plut2.m8.9534,252,173,173,92,259,98,114,55
plut2.m8.9535,1447,1788,3071,1045,2042,901,807,597
plut2.m8.10818,358,394,184,558,1983,414,298,282
plut2.m8.9537,14,167,0,50,259,0,42,13
plut2.m8.9530,61,32,86,7,83,40,23,20
plut2.m8.9531,410,533,311,228,561,501,1420,254
plut2.m8.9532,12,28,411,111,96,327,3,31
plut2.m8.9533,0,0,0,0,0,0,0,0
plut2.m8.10812,2128,4062,3524,2617,5871,1946,3278,1890
plut2.m8.10813,2379,2108,4196,1008,2788,2459,2662,1416
plut2.m8.10810,9185,21399,16925,6813,19985,8071,10669,6163
plut2.m8.10811,11044,6454,5312,4395,9013,8326,7710,4767
plut2.m8.10816,12,0,1,0,0,18,100,0
plut2.m8.9539,0,0,0,1,1,1,0,0
plut2.m8.10814,4189,8155,7235,4434,13233,3222,3628,1096
plut2.m8.10815,442,1053,121,505,1075,231,272,64
plut2.m8.8872,2041,997,22,177,507,883,551,16
plut2.m8.7042,22,164,179,81,183,33,51,11
plut2.m8.7043,2175,2046,908,418,1938,1300,1359,1202
plut2.m8.7040,834,4660,7306,2389,5331,1939,3066,2106
plut2.m8.7041,2068,7663,4807,2957,10495,2369,3395,2433
plut2.m8.7046,96,171,105,105,342,24,81,74
plut2.m8.7047,251,463,126,142,488,98,349,193
plut2.m8.7044,3880,9477,19986,8513,12893,2585,2893,1341
plut2.m8.7045,1482,2344,5873,1829,3736,1529,1981,1232
plut2.m8.7048,603,814,969,331,1030,329,644,335
plut2.m8.7049,5167,14938,3616,4297,12656,2870,3994,7735
jamg1.TU.Sc0000883.2,0,8,39,0,114,0,0,0
jamg1.TU.Sc0000330.9,0,1,0,0,0,0,0,0
plut2.m8.22129,0,0,0,0,0,0,3,0
plut2.m8.22128,459,2651,1632,804,2727,432,832,395
plut2.m8.22127,51,55,49,62,62,28,96,38
plut2.m8.22126,672,488,53,172,237,248,294,91
plut2.m8.22125,987,1859,349,585,1221,894,2898,721
plut2.m8.22122,3535,7900,7607,793,12390,1730,5991,1663
plut2.m8.22121,10708,7545,7990,2567,9685,5776,7400,6356
plut2.m8.22120,160,917,354,159,608,128,150,84
plut2.m8.23652,0,0,0,0,8,0,0,0
plut2.m8.28605,178,1077,1196,419,930,279,827,337
plut2.m8.23650,280,73,326,1126,250,195,4584,30
jamg1.TU.Sc0000276.20,1,18,7,5,9,4,24,14
plut2.m8.23651,65,6,15,298,43,38,891,27
plut2.m8.23656,0,0,16,95,8,0,0,0
jamg1.TU.Sc0000840.5,13,11,20,15,1074,0,10,27
plut2.m8.28601,10082,21555,35195,11733,24888,23684,26950,5405
plut2.m8.6319,902,921,446,289,833,749,1021,878
plut2.m8.6318,1426,6465,3722,1897,5589,1454,2628,1215
plut2.m8.6314,0,0,0,0,0,321,0,0
plut2.m8.6317,0,0,0,0,0,0,0,0
plut2.m8.28603,4256,3842,25355,2017,10563,1997,6319,1794
plut2.m8.6311,14,36,0,0,0,12,0,3
plut2.m8.6310,0,378,201,30,215,0,0,0
plut2.m8.6313,0,91,41,0,50,11,15,0
plut2.m8.6312,1117,293,9,18,226,966,974,793
plut2.m8.10108,166,703,475,318,652,258,291,277
plut2.m8.429,0,25,0,0,21,0,0,5
jamg1.TU.Sc0000002.91,23,59,6,6,92,52,20,0
plut2.m8.10100,2990,9403,5521,2788,9008,2635,4456,2130
plut2.m8.421,9628,7357,8339,2840,12149,8026,6988,2139
plut2.m8.422,1419,2100,2159,2036,2496,1471,4569,1139
plut2.m8.10103,439,788,1353,526,892,249,387,216
plut2.m8.10104,153,421,354,56,341,111,564,306
plut2.m8.425,3538,9745,8084,4677,11601,3697,6685,2294
plut2.m8.426,322,650,519,406,822,210,198,107
plut2.m8.10107,9726,7030,9137,4502,9162,9654,9495,6665
jamg1.TU.Sc0000162.9,136,224,142,90,221,192,146,135
jamg1.TU.Sc0000083.56,581,602,145,295,856,291,384,292
jamg1.TU.xpSc0007365.1,0,0,0,0,0,0,0,0
plut2.m8.24408,2267,1374,813,652,1913,888,670,280
plut2.m8.24409,81,174,50,122,132,109,271,103
jamg1.TU.Sc0000381.26,134,0,39,97,1,32,71,267
jamg1.TU.Sc0000381.27,298,32,42,182,13,95,128,449
plut2.m8.24402,515,2466,2678,1978,3845,782,2499,1339
plut2.m8.24403,2545,4495,5744,2376,7354,3168,2754,1449
plut2.m8.24400,0,0,14,0,0,0,0,0
plut2.m8.24401,886,4439,1707,1934,3919,2040,5311,1910
plut2.m8.24406,105,870,751,325,1078,294,278,152
plut2.m8.24407,1887,4667,7056,3878,6013,1830,1756,1007
plut2.m8.24404,3073,1311,729,487,1080,1958,1069,802
plut2.m8.24405,24,85,0,0,35,0,53,0
jamg1.TU.Sc0000067.27,0,61,31,924,68,0,0,5
plut2.m8.15059,85,55,22,25,47,22,83,16
plut2.m8.15058,2054,1207,1617,656,3062,1620,2194,860
plut2.m8.15051,126,610,413,193,820,143,192,68
plut2.m8.15050,1159,1292,1216,287,521,1237,1255,1101
plut2.m8.15053,36,81,129,53,191,33,112,61
plut2.m8.15052,692,6321,5166,1630,5507,744,1503,1009
plut2.m8.15055,2954,4512,5277,1749,5549,1546,2461,1137
plut2.m8.15054,14920,22830,13880,6153,23875,13021,12247,5155
plut2.m8.15057,7672,13845,11659,5240,13323,7531,11209,6481
plut2.m8.15056,110,58,7,11,52,28,70,38
jamg1.TU.Sc0000463.14,40261,9135,20628,5061,16202,38419,41029,25864
plut2.m8.14908,345,27,38,0,20,60,332,116
plut2.m8.14909,138,77,97,0,56,538,619,407
plut2.m8.14904,201,24,31,0,19,75,224,131
plut2.m8.14905,85,19,62,19,37,5,39,10
plut2.m8.14900,0,1,0,0,0,1,1,0
plut2.m8.14901,1,4,2,0,0,0,1,0
plut2.m8.14902,231,80,74,0,25,86,63,20
plut2.m8.14903,296,83,97,0,32,91,242,59
plut2.m8.7006,1461,1958,2146,1058,2221,1234,909,734
jamg1.TU.Sc0000761.2,0,1,0,0,0,0,0,0
plut2.m8.20891,0,0,24,0,0,0,0,0
plut2.m8.20890,0,474,31,535,762,0,0,8
plut2.m8.20893,1,1315,301,87,1438,1,6,1
plut2.m8.20892,16,6,20,9,14,1,80,10
plut2.m8.20895,0,0,0,0,0,0,0,0
plut2.m8.20894,551,1796,1378,988,3879,948,2270,1023
plut2.m8.20897,19694,41448,45286,15495,46793,14782,26004,12802
plut2.m8.20896,160,149,232,162,309,66,202,158
plut2.m8.20899,2556,9547,7169,3812,15559,4846,12077,5287
plut2.m8.20898,0,6,0,1,1,787,1777,0
plut2.m8.22941,0,0,0,0,0,0,0,0
plut2.m8.27328,490,2299,3864,1286,2185,663,825,452
plut2.m8.27329,743,467,505,149,496,299,383,373
plut2.m8.22945,419,2119,1231,653,2124,366,799,354
plut2.m8.22944,55507,121318,84993,68094,163681,104791,129302,40635
plut2.m8.22947,3022,322,0,392,241,1142,500,109
plut2.m8.22946,52,3,14,12,13,2,29,42
plut2.m8.22949,25947,22555,21650,10363,34939,18901,23767,15181
plut2.m8.27323,106,142,120,32,103,0,44,2
plut2.m8.27320,92,41,24,16,73,52,116,42
plut2.m8.27321,0,21,7,0,3,0,40,0
plut2.m8.27326,434,234,161,91,99,242,106,101
plut2.m8.27327,170,0,0,20,80,1,281,32
plut2.m8.27324,2836,1739,322,427,1626,926,994,371
plut2.m8.27325,19,0,0,0,90,0,45,40
plut2.m8.3228,186,160,37,116,225,83,50,112
plut2.m8.3229,434,734,174,306,792,404,362,262
plut2.m8.3222,95,59,80,23,219,37,47,4
plut2.m8.3223,0,1,0,0,0,0,0,2
plut2.m8.3220,31,38,39,19,31,10,3,14
plut2.m8.3221,437,510,315,148,963,437,155,137
plut2.m8.3226,736,1967,588,535,1846,143,277,47
plut2.m8.3227,2327,813,3225,193,1941,2144,4790,1887
plut2.m8.3224,2363,183,260,177,717,888,1246,179
plut2.m8.3225,8151,9750,1254,2446,14083,2610,3290,2687
plut2.m8.17347,1,3,3,4,2,1,1,1
plut2.m8.17346,49,117,231,112,137,17,82,71
plut2.m8.17345,0,0,21,4,0,0,0,0
plut2.m8.17343,0,0,0,0,0,0,0,0
plut2.m8.17342,3590,4530,2307,1559,5002,2449,7753,2830
plut2.m8.17341,98,559,712,208,523,49,133,138
plut2.m8.17340,129,191,0,82,104,51,55,25
plut2.m8.17349,0,0,0,0,0,0,0,0
plut2.m8.17348,0,3,0,0,0,0,0,0
jamg1.TU.xfSc0000116.17,48,25,0,3,37,172,115,5
plut2.m8.3591,653,1481,1135,870,1658,205,261,373
plut2.m8.3592,0,12,35,0,2,12,2,0
plut2.m8.3593,353,768,666,409,921,111,290,293
plut2.m8.3594,0,4,0,0,0,0,0,0
plut2.m8.3596,0,0,0,0,0,0,0,0
plut2.m8.3597,0,0,0,5,0,0,0,12
plut2.m8.3598,0,0,0,0,0,0,0,0
plut2.m8.3599,0,0,0,0,0,0,0,0
plut2.m8.3822,13666,47652,63948,30756,56577,14833,35383,10878
plut2.m8.20786,178,0,0,0,0,0,0,0
plut2.m8.5832,6310,10163,14587,4172,9009,2679,4548,2288
plut2.m8.20781,0,15,15,8,17,6,15,11
plut2.m8.3825,828,1529,1061,248,1586,777,897,506
plut2.m8.20783,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000013.86,0,0,0,0,0,0,0,0
plut2.m8.2175,5,102,50,43,10,7,0,83
plut2.m8.18035,8157,7319,10569,4176,7131,5934,14255,3201
plut2.m8.2177,0,231,0,3,0,0,0,683
plut2.m8.18037,1174,929,1443,1142,1146,357,1457,358
plut2.m8.2171,1490,2653,1032,904,4050,1065,1234,691
plut2.m8.18031,169,134,196,41,165,72,63,40
plut2.m8.2173,265,1535,917,635,1677,359,566,220
plut2.m8.18033,792,870,827,418,816,376,507,174
plut2.m8.27811,405,149,26,49,172,188,700,60
plut2.m8.27812,0,185,0,56,279,0,0,0
plut2.m8.27813,0,0,0,0,0,0,0,0
plut2.m8.18038,218,751,530,445,706,362,949,663
plut2.m8.2178,12,33,40,8,202,17,16,12
plut2.m8.27817,0,3,0,5,15,0,0,0
plut2.m8.23317,1,1,0,0,0,0,19,0
plut2.m8.23316,514,1250,1439,324,1659,867,660,1244
plut2.m8.23315,415,585,454,304,1064,413,276,189
plut2.m8.23314,303,155,17,14,81,37,681,0
plut2.m8.23313,66,96,25,0,53,2,152,21
plut2.m8.23312,0,0,0,0,0,0,86,7
plut2.m8.23311,21,17,0,47,180,36,69,0
plut2.m8.23310,423,693,674,436,1528,279,423,263
plut2.m8.23318,0,3,2,0,1,0,1,0
plut2.m8.25413,458,74,16,0,0,68,220,372
plut2.m8.25410,17,11,6,1,4,40,9,107
plut2.m8.25411,325,1454,560,42,2842,1213,791,1523
plut2.m8.25417,0,0,0,0,0,0,0,0
plut2.m8.25414,13,12,0,0,15,35,10,220
plut2.m8.25415,34,48,68,0,29,34,58,35
plut2.m8.25418,0,0,0,0,0,0,0,0
plut2.m8.25419,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000552.4,6626,11122,3309,1784,12883,6510,1972,239
plut2.m8.18698,747,1403,5163,313,739,866,616,321
plut2.m8.18699,923,600,304,245,609,395,831,341
plut2.m8.21173,13069,24761,38470,10094,26522,19180,23925,6417
plut2.m8.18690,514,2034,855,1191,2283,730,819,521
plut2.m8.18691,1305,4579,5093,2165,5531,2004,2145,704
plut2.m8.18692,696,373,261,242,642,424,895,256
plut2.m8.18693,32705,114790,112975,68106,160317,53173,87961,36458
plut2.m8.18694,1016,1441,1145,394,1930,885,492,775
plut2.m8.18695,2307,2817,2937,959,3488,2001,2967,1223
plut2.m8.18696,756,4403,4127,3339,5782,870,2075,603
plut2.m8.18697,250,507,827,211,448,451,657,295
jamg1.TU.Sc0000024.73,361,971,2618,591,1262,889,1172,956
plut2.m8.19345,0,8,0,0,0,0,0,2
plut2.m8.19344,19,8,0,0,11,0,0,9
plut2.m8.19347,0,0,0,0,0,0,0,0
plut2.m8.19346,22,98,0,18,0,0,90,58
plut2.m8.19341,6,8,25,18,17,54,93,22
plut2.m8.19340,0,0,0,0,28,0,0,0
plut2.m8.19342,0,0,0,0,0,0,0,0
plut2.m8.19349,18,55,297,7,12,11,58,9
plut2.m8.19348,0,77,86,55,94,59,31,15
plut2.m8.18962,0,0,51,48,11,0,25,0
plut2.m8.18960,0,0,0,10,0,0,19,0
plut2.m8.18961,0,0,0,0,0,0,0,0
plut2.m8.18967,7,0,11,1,0,0,0,0
plut2.m8.18964,0,0,11,0,0,7,0,3
plut2.m8.18965,0,0,0,0,0,0,0,0
plut2.m8.18968,0,6,9,229,33,0,0,0
plut2.m8.18969,0,4,0,0,11,0,9,0
plut2.m8.5332,103,53,39,37,13,57,106,30
plut2.m8.5333,0,0,0,0,0,0,0,0
plut2.m8.5330,27,190,40,203,243,9,82,0
plut2.m8.5331,87,0,0,16,0,0,18,38
plut2.m8.5336,3196,202,160,195,1040,3164,6766,60
plut2.m8.5337,600,491,152,289,998,318,596,127
plut2.m8.5334,822,201,115,132,248,1249,807,1678
plut2.m8.5335,3259,10660,2576,6040,7881,3646,3147,3299
plut2.m8.5338,285,1108,563,306,765,143,276,114
plut2.m8.5339,124,12,21,37,10,105,9,5
jamg1.TU.Sc0000584.37,4,1,0,0,2,30,36,4
jamg1.TU.Sc0000022.37,561,524,898,502,901,489,690,412
plut2.m8.1522,51,55,61,13,97,6,7,10
plut2.m8.1520,170,196,201,40,284,0,0,11
plut2.m8.1527,145,188,166,42,145,275,904,266
plut2.m8.1526,115,23,27,2,20,0,0,8
plut2.m8.1525,0,0,0,0,0,0,0,0
plut2.m8.1524,0,0,0,0,0,0,22,0
plut2.m8.1529,860,1640,2223,1519,1283,783,1421,848
plut2.m8.1528,449,562,731,526,488,282,250,253
plut2.m8.23641,0,0,0,0,0,0,0,0
plut2.m8.30508,0,0,0,0,0,0,0,0
plut2.m8.30509,17,0,0,0,9,23,0,0
plut2.m8.30506,0,0,0,0,0,0,0,5
plut2.m8.30507,0,0,0,0,0,0,0,1
plut2.m8.30504,849,999,1185,469,518,432,846,264
plut2.m8.30505,0,0,0,0,0,0,0,0
plut2.m8.30502,220,144,169,93,64,212,27,125
plut2.m8.30503,13,55,32,32,44,0,0,27
plut2.m8.30500,440,1490,427,159,150,602,160,205
plut2.m8.30501,183,361,527,1233,666,433,58,304
plut2.m8.23643,6620,8598,2577,3142,9816,4964,5151,908
plut2.m8.31459,744,18,46,173,48,163,9,10
plut2.m8.31458,0,0,0,2063,53,0,0,94
plut2.m8.31453,0,0,0,0,0,0,0,0
plut2.m8.31457,1267,474,4287,1139,21,0,4791,0
plut2.m8.31456,88,62,57,57,122,33,66,83
plut2.m8.31455,2037,4818,3562,2006,3998,2216,3181,4073
plut2.m8.31454,87,100,105,35,132,30,42,51
plut2.m8.20132,137,400,146,175,401,90,346,86
plut2.m8.20133,11,10,4,2,0,2,20,4
plut2.m8.20130,0,2,0,0,0,0,0,2
plut2.m8.20131,138,161,123,180,154,71,423,212
plut2.m8.20136,0,0,0,0,0,0,0,0
plut2.m8.20137,5896,5101,1881,2750,5063,2957,3864,2427
